ph,Hardness,Solids,Chloramines,Sulfate,Potability
7.080794504276819,204.8904554713363,207.91318980747025,7.300211873184757,368.51644134980336,0
3.71608007538699,129.42292051494425,186.30057857970348,6.635245883862,333.7757766108134,0
8.099124189298397,224.23625939355776,199.095417322924,9.275883602694089,333.7757766108134,0
8.316765884214679,214.3733940856225,220.1841744077529,8.05933237743854,356.88613564305666,0
9.092223456290965,181.10150923612525,179.7898633892625,6.546599974207941,310.13573752420444,0
5.584086638456089,188.3133237696164,287.4868773904612,7.54486878877965,326.6783629116736,0
10.223862164528772,248.07173527013992,287.4971654352824,7.5134084658313025,393.66339551509645,0
8.635848718500734,203.3615225845705,136.72091763901636,4.563008685599703,303.3097711592812,0
7.080794504276819,118.98857909025187,142.85583854224515,7.804173553073094,268.646940746221,0
11.180284470721592,227.2314692379745,254.8450849098786,9.077200016914391,404.04163468409,0
7.360640105838258,165.52079725952862,324.5261440914388,7.550700906704114,326.62435345560164,0
7.974521648923869,218.69330048866644,187.6765668181348,8.110384501123875,333.7757766108134,0
7.119824384264552,156.70499334039215,187.3081365334272,3.60603609050572,282.3440504739606,0
7.080794504276819,150.1749233951362,273.3136196192776,6.838223470687509,299.41578134685847,0
7.49623220797336,205.3449821581852,283.8800488673697,5.072557773840631,333.7757766108134,0
6.347271760539316,186.7328806605761,410.6523476453936,9.629596276480584,364.4876872467604,0
7.051785800016845,211.0494060605457,309.80600786788864,10.094796011661426,333.7757766108134,0
9.181560007151536,273.81380665980095,240.4132628006128,6.904989726470096,398.3505168222779,0
8.975464347533963,279.3571667700924,194.6039813123211,6.204320858892474,333.7757766108134,0
7.371050302429531,214.4966104571565,256.3032003699972,4.432669290372123,335.75443859606526,0
7.080794504276819,227.435048351156,223.0556741374141,10.33391788821868,333.7757766108134,0
6.660212026118103,168.28374685651832,309.4436359124269,5.858769130547582,310.93085831787846,0
7.080794504276819,215.97785868806776,171.07224225827616,5.607060453087125,326.943977743867,0
3.902475685915096,196.9032467083208,211.67500098968767,6.996311586298768,333.7757766108134,0
5.400301780729467,140.7390622511396,172.66593421923076,10.056852484033495,328.3582406986835,0
6.514415093251676,198.7673512594561,212.18702871190197,8.67093691991312,323.5963490101317,0
3.4450618643852127,207.92626018799376,334.24768678494803,8.782147480773485,384.0070058017212,0
7.080794504276819,145.76818060217258,132.2493563897696,7.906444720606137,304.0019927974152,0
7.080794504276819,266.4210180681174,263.62965012309314,7.700063469729127,395.3894903418456,0
7.080794504276819,148.15306144508662,151.9341347396722,9.04683270725723,307.01179262256534,0
7.181448580829175,209.62560053629045,151.96229987483844,5.994678646449973,338.3364310774872,0
9.82548990813439,190.7566182870043,196.77892465552011,6.757540731413941,333.7757766108134,0
10.43329098280438,117.79122955039698,223.2689204571865,8.161504810728331,307.70750861182404,0
7.414148196336244,235.04453448737107,325.5585253707369,6.845952023844903,387.1753164773568,0
7.080794504276819,232.2804520235321,147.87206264858173,5.474914831733126,333.7757766108134,0
5.115817063771218,191.95274297485884,196.20545328612155,6.060712994989327,323.8363839136296,0
3.641629777473381,183.9087222618269,247.520724597554,5.538314133481364,286.0595560492713,0
5.618064405909149,304.23591211231667,172.81975168411608,6.101083505101921,333.7757766108134,0
7.080794504276819,143.45373131192335,199.4227321818484,5.89075458310612,333.7757766108134,0
9.267187530763549,198.614394719096,246.83723566029653,6.110612421393192,328.0775332014693,0
7.080794504276819,233.8589956912124,117.03923907047854,4.599387943421727,309.03932035276006,0
5.331940479018537,194.8740654457996,166.58876503163577,7.993829562375316,316.6751618281669,0
7.145771545218821,238.68992851166007,287.80340431632726,6.81402870120907,385.9756504867898,0
9.920691058768153,202.8174830014264,99.73934059208536,6.882248306781502,337.35052910963714,0
4.758439424671477,183.3494541059977,215.6842877903589,4.731348984614181,333.7757766108134,0
5.702925976824722,216.8504738726152,356.0644017680798,7.1843510891688,333.7757766108134,0
6.953864225511059,209.6382929790206,105.7518628088936,4.462707246137983,315.60659440039234,0
10.68296642580598,173.3754983501208,157.58740621388915,5.570783575394459,307.35258576592696,0
7.080794504276819,129.89057234567383,344.1585314587309,6.321928990361139,304.5352242338838,0
8.757257397440991,200.19140044205727,215.3622468744541,4.915101054543186,317.88290049783706,0
7.080794504276819,168.38843077429533,274.9230730658781,7.046224797696413,299.8204779108216,0
7.80963189801941,100.4576150915831,120.13550628764531,5.212314602065352,247.2008260476431,0
6.652488090855707,145.0101719190834,198.7178844830586,4.961066380191502,288.0521917368515,0
9.14719705533692,211.7141417776413,119.20610835646208,7.2307947693374,339.7519188007938,0
10.560744636218196,181.8933655615536,217.8365103336337,6.991259996238134,340.39037835517297,0
7.484254837727466,260.09217257337195,306.16615148853697,9.379133540507624,333.7757766108134,0
8.520806572970303,238.3351124555097,287.796500110336,8.282808464509609,381.6493228718946,0
4.999413810796919,190.28705014936028,243.23865903045944,7.230164126862036,324.8930378422557,0
7.080794504276819,157.80119355420416,169.63625011737489,8.335618549876713,300.04423428111204,0
7.080794504276819,155.05572682593436,205.57240431752217,8.187319049670325,333.7757766108134,0
3.9060783549561697,233.4028350124758,321.4479993361832,6.9948396173050975,348.3594482139767,0
6.391353623832183,213.0178296827953,209.6547830885357,5.375559891974689,327.65054252170705,0
7.080794504276819,229.48569367886049,357.29692708630324,8.810843045016396,384.9437789484208,0
8.692092012708041,195.1437387840549,246.5623967944457,8.23190033837729,333.7757766108134,0
8.085759800882219,127.73967382937272,326.5391036026758,6.534237410114922,333.7757766108134,0
6.203977702278348,212.30661828668616,218.15074147905523,7.873991884545469,333.7757766108134,0
5.058108868565138,238.56938041349943,348.739345228707,8.983276144386597,374.4335045168568,0
7.080794504276819,103.46475866009456,274.2016742458204,8.417305032089528,333.7757766108134,0
7.080794504276819,211.20052600889707,128.30484133775428,4.502117033961811,326.9615175657507,0
7.261550522070718,179.88978823788457,249.6477770309652,5.837086492837437,349.26927130145657,0
7.16046723080874,183.0893100379288,67.433460655304,3.8030364235979857,277.5990986210596,0
5.704764776213017,116.29932988379586,332.2358152874991,7.050503159576975,297.0781534785211,0
6.21727313516034,130.94446388846563,194.6038281898756,7.092462955305368,300.13127199830365,0
8.679934969964185,242.22866728551904,229.8405095148243,7.518764659399904,333.7757766108134,0
7.080794504276819,219.30091421337028,148.5946642428366,5.598326765629258,344.4423936728914,0
6.897322141100197,211.36016672106155,256.50777643120267,6.766009906754591,333.7757766108134,0
3.514545528745279,158.73207576140192,230.2966361356364,6.821679099461131,286.5228468169785,0
3.72250048593372,163.63974692058176,379.6216799126102,6.6845702741913415,326.69401786030267,0
6.455004797496717,176.68397277687006,244.680483903546,5.756930038692856,314.7995982838096,0
7.316804753880919,217.5228619622912,319.03399811532245,9.86504750268218,376.93797230566565,0
1.844538366498842,233.7643427207269,286.89595777682933,7.724432299963912,333.7757766108134,0
5.519125656437607,168.72858303956718,125.3160192106475,7.73072294792503,333.7757766108134,0
7.408985466924612,204.9617498108948,95.661222701692,6.505923138805981,311.4526625117488,0
5.976769618087598,258.9527320159533,272.67981860954154,7.648599331443458,383.6571521070967,0
6.395359131671062,133.8342291043793,238.27275015402887,5.1277468613272,266.9084282807846,0
6.209642259708484,195.4177209489812,131.16707711787024,7.879347670859675,333.7757766108134,0
6.762832521891738,232.0751765558761,271.5938434523353,7.884990657868601,350.4452926972019,0
9.91871706385417,199.18125107339057,214.7027830541328,6.799841410225563,329.17842902607634,0
10.15544017022192,300.29247579584023,126.52362978658088,6.655126362567496,398.6477857459576,0
8.721726710620581,206.369682384784,286.0805207637254,6.325442403664851,377.40453818519927,0
7.080794504276819,197.9797828412593,171.53306163452092,7.659203939381076,329.2803146030727,0
7.080794504276819,199.1078855640336,297.21911630350127,6.869690215355936,357.30322096748097,0
6.099646705468387,237.9199267632531,204.1684099619073,8.457830699274377,333.7757766108134,0
9.026787719511631,253.2170741709845,279.6507214592841,6.588374366182638,373.5532353383944,0
6.953371603389549,203.1465467521772,116.09109054527796,5.495737654707861,304.2831932144039,0
6.140877556947864,197.87608974936683,266.8787448333394,7.587196417947506,329.23185293501894,0
7.077874006530455,220.67053960676589,238.73378210133663,6.181839616382845,341.98723407838395,0
5.488314309012512,135.80236170060937,214.8515319519108,8.18741579072919,280.6032866703198,0
7.205559174588729,120.32761534360888,246.2786756046893,6.202469332114029,289.7686965533282,0
9.177869865892433,163.2748282557015,208.683312189988,7.726040434165082,320.4214321786778,0
4.270716194733736,166.83770854028538,244.0525053495276,7.391510138420656,297.2067391683036,0
7.348844511550613,223.26493973020737,115.19046527356592,8.889558679820604,333.7757766108134,0
8.526169869777789,175.61283632174326,118.3712335960845,7.483708837987377,308.39851553828527,0
7.080794504276819,169.04191749811758,361.528208993245,8.330388898197661,329.03971017616493,0
2.612035914817261,188.80412573040883,347.9825258680311,6.79643915408815,333.7757766108134,0
8.490571562027739,204.12364839335785,229.8979638994664,8.27079293672615,358.84711499708465,0
7.080794504276819,213.54193229259064,225.39711614512152,6.957204178586864,334.0411862066902,0
8.858401531200467,254.61751866421665,96.24300462110114,7.954015627092478,348.40819490164074,0
6.09815652147278,189.995845993418,277.7690105169339,6.4430978778694525,347.9304004157372,0
8.41997068212899,185.71898879367,132.37989604570805,3.998265840980654,308.1426388528513,0
9.286155021432371,222.6615513815935,123.11268365978076,7.289866041052649,332.2393594928603,0
7.875895135481787,226.28478781681216,127.10249451611752,7.303126583151656,346.4032581373675,0
7.725332908074757,252.26549119785653,364.77738112419087,8.38676100823379,426.5435897565111,0
3.388090610523891,212.0289444657202,202.30125576951767,8.569781529733312,349.155998712752,0
6.745306715080959,218.4246370192336,218.71838700042488,7.165509192468924,333.7757766108134,0
7.080794504276819,190.42389854156607,280.6264189204036,9.615147026994794,357.2267094963161,0
7.183825723393187,261.85079976925243,141.00968986979936,9.008495193731893,358.7247021216808,0
10.111976704648654,240.4321002291383,153.31302691753154,5.392651282023056,361.90292619839744,0
7.397413298543417,122.54103985982503,88.55114121331366,6.888688939098406,241.60753233585075,0
7.812804388310308,196.58388603095685,425.50841815771776,7.334647639669251,333.7757766108134,0
6.877456932576713,136.87921387078754,274.33587294151766,7.091521514260433,307.3970883038859,0
